2022-05-05 22:39:04.977,2.291703367s,init,peer0.org1.example.com
2022-05-05 22:39:07.104,2.108500082s,invoke,init,House1
2022-05-05 22:39:09.238,2.11443066s,invoke,create,Auction
2022-05-05 22:39:11.375,2.099275068s,invoke,submit,Auction,John,100
2022-05-05 22:39:13.489,2.094025442s,invoke,submit,Auction,Jane,200
2022-05-05 22:39:15.626,2.117723568s,invoke,submit,Auction,John,400
2022-05-05 22:39:17.751,2.104267566s,invoke,submit,Auction,Danny,300
2022-05-05 22:39:19.896,2.121689567s,invoke,close,Auction
2022-05-05 22:39:22.049,2.114236069s,invoke,eval,Auction
2022-05-05 22:40:28.305,2.629567259s,init,peer0.org1.example.com
2022-05-05 22:40:30.451,2.102874593s,invoke,init,House2
2022-05-05 22:40:32.577,2.106392391s,invoke,create,Auction
2022-05-05 22:40:34.719,2.122904511s,invoke,submit,Auction,John,100
2022-05-05 22:40:36.870,2.132432576s,invoke,submit,Auction,Jane,200
2022-05-05 22:40:39.001,2.111756637s,invoke,submit,Auction,John,400
2022-05-05 22:40:41.131,2.110967776s,invoke,submit,Auction,Danny,300
2022-05-05 22:40:43.270,2.119009156s,invoke,close,Auction
2022-05-05 22:40:45.436,2.118312739s,invoke,eval,Auction
2022-05-05 22:41:50.573,2.565579691s,init,peer0.org1.example.com
2022-05-05 22:41:52.722,2.103380593s,invoke,init,House3
2022-05-05 22:41:54.861,2.096933063s,invoke,create,Auction
2022-05-05 22:41:56.997,2.09605038s,invoke,submit,Auction,John,100
2022-05-05 22:41:59.120,2.097832141s,invoke,submit,Auction,Jane,200
2022-05-05 22:42:01.233,2.092519636s,invoke,submit,Auction,John,400
2022-05-05 22:42:03.367,2.112020498s,invoke,submit,Auction,Danny,300
2022-05-05 22:42:05.494,2.098788958s,invoke,close,Auction
2022-05-05 22:42:07.659,2.122873784s,invoke,eval,Auction
2022-05-05 22:43:14.931,3.110438221s,init,peer0.org1.example.com
2022-05-05 22:43:17.082,2.105458065s,invoke,init,House4
2022-05-05 22:43:19.229,2.104482529s,invoke,create,Auction
2022-05-05 22:43:21.343,2.097410003s,invoke,submit,Auction,John,100
2022-05-05 22:43:23.497,2.104095586s,invoke,submit,Auction,Jane,200
2022-05-05 22:43:25.640,2.099367745s,invoke,submit,Auction,John,400
2022-05-05 22:43:27.764,2.107147279s,invoke,submit,Auction,Danny,300
2022-05-05 22:43:29.906,2.116027836s,invoke,close,Auction
2022-05-05 22:43:32.074,2.122175595s,invoke,eval,Auction
2022-05-05 22:44:38.870,2.658413693s,init,peer0.org1.example.com
2022-05-05 22:44:40.990,2.106617015s,invoke,init,House5
2022-05-05 22:44:43.106,2.090919292s,invoke,create,Auction
2022-05-05 22:44:45.226,2.097122209s,invoke,submit,Auction,John,100
2022-05-05 22:44:47.383,2.114990501s,invoke,submit,Auction,Jane,200
2022-05-05 22:44:49.545,2.117401652s,invoke,submit,Auction,John,400
2022-05-05 22:44:51.690,2.12506015s,invoke,submit,Auction,Danny,300
2022-05-05 22:44:53.830,2.119237406s,invoke,close,Auction
2022-05-05 22:44:56.000,2.121129426s,invoke,eval,Auction
2022-05-05 22:46:02.506,2.350289753s,init,peer0.org1.example.com
2022-05-05 22:46:04.652,2.098605228s,invoke,init,House6
2022-05-05 22:46:06.778,2.108915127s,invoke,create,Auction
2022-05-05 22:46:08.899,2.09542549s,invoke,submit,Auction,John,100
2022-05-05 22:46:11.023,2.103723057s,invoke,submit,Auction,Jane,200
2022-05-05 22:46:13.182,2.111376688s,invoke,submit,Auction,John,400
2022-05-05 22:46:15.298,2.098755004s,invoke,submit,Auction,Danny,300
2022-05-05 22:46:17.447,2.125650169s,invoke,close,Auction
2022-05-05 22:46:19.595,2.130010568s,invoke,eval,Auction
2022-05-05 22:47:25.791,2.275465059s,init,peer0.org1.example.com
2022-05-05 22:47:27.948,2.115734537s,invoke,init,House7
2022-05-05 22:47:30.079,2.107503985s,invoke,create,Auction
2022-05-05 22:47:32.207,2.111360192s,invoke,submit,Auction,John,100
2022-05-05 22:47:34.359,2.102619982s,invoke,submit,Auction,Jane,200
2022-05-05 22:47:36.490,2.107578345s,invoke,submit,Auction,John,400
2022-05-05 22:47:38.632,2.119629254s,invoke,submit,Auction,Danny,300
2022-05-05 22:47:40.776,2.108448128s,invoke,close,Auction
2022-05-05 22:47:42.913,2.115839074s,invoke,eval,Auction
2022-05-05 22:48:50.715,3.509679462s,init,peer0.org1.example.com
2022-05-05 22:48:52.830,2.097612324s,invoke,init,House8
2022-05-05 22:48:54.961,2.105419349s,invoke,create,Auction
2022-05-05 22:48:57.079,2.098326707s,invoke,submit,Auction,John,100
2022-05-05 22:48:59.217,2.11245869s,invoke,submit,Auction,Jane,200
2022-05-05 22:49:01.344,2.106754124s,invoke,submit,Auction,John,400
2022-05-05 22:49:03.476,2.113836862s,invoke,submit,Auction,Danny,300
2022-05-05 22:49:05.609,2.114348684s,invoke,close,Auction
2022-05-05 22:49:07.736,2.099054718s,invoke,eval,Auction
2022-05-05 22:50:14.230,2.33784594s,init,peer0.org1.example.com
2022-05-05 22:50:16.350,2.094383406s,invoke,init,House9
2022-05-05 22:50:18.483,2.111566227s,invoke,create,Auction
2022-05-05 22:50:20.618,2.114526277s,invoke,submit,Auction,John,100
2022-05-05 22:50:22.749,2.111153401s,invoke,submit,Auction,Jane,200
2022-05-05 22:50:24.889,2.117500175s,invoke,submit,Auction,John,400
2022-05-05 22:50:27.012,2.101797226s,invoke,submit,Auction,Danny,300
2022-05-05 22:50:29.148,2.113545781s,invoke,close,Auction
2022-05-05 22:50:31.313,2.118062848s,invoke,eval,Auction
2022-05-05 22:51:38.628,3.390188641s,init,peer0.org1.example.com
2022-05-05 22:51:40.750,2.101675097s,invoke,init,House10
2022-05-05 22:51:42.895,2.098961497s,invoke,create,Auction
2022-05-05 22:51:45.022,2.104532327s,invoke,submit,Auction,John,100
2022-05-05 22:51:47.183,2.114610156s,invoke,submit,Auction,Jane,200
2022-05-05 22:51:49.307,2.104135785s,invoke,submit,Auction,John,400
2022-05-05 22:51:51.452,2.122295069s,invoke,submit,Auction,Danny,300
2022-05-05 22:51:53.594,2.114306398s,invoke,close,Auction
2022-05-05 22:51:55.753,2.12012071s,invoke,eval,Auction
2022-05-05 22:53:01.785,2.490341585s,init,peer0.org1.example.com
2022-05-05 22:53:03.899,2.101073781s,invoke,init,House11
2022-05-05 22:53:06.028,2.110959166s,invoke,create,Auction
2022-05-05 22:53:08.158,2.110428504s,invoke,submit,Auction,John,100
2022-05-05 22:53:10.278,2.100801844s,invoke,submit,Auction,Jane,200
2022-05-05 22:53:12.396,2.100647881s,invoke,submit,Auction,John,400
2022-05-05 22:53:14.528,2.107342682s,invoke,submit,Auction,Danny,300
2022-05-05 22:53:16.669,2.121950829s,invoke,close,Auction
2022-05-05 22:53:18.792,2.104516013s,invoke,eval,Auction
2022-05-05 22:54:25.426,2.502174024s,init,peer0.org1.example.com
2022-05-05 22:54:27.559,2.114558249s,invoke,init,House12
2022-05-05 22:54:29.686,2.109047366s,invoke,create,Auction
2022-05-05 22:54:31.823,2.117942595s,invoke,submit,Auction,John,100
2022-05-05 22:54:33.951,2.109608589s,invoke,submit,Auction,Jane,200
2022-05-05 22:54:36.103,2.106435412s,invoke,submit,Auction,John,400
2022-05-05 22:54:38.230,2.109950796s,invoke,submit,Auction,Danny,300
2022-05-05 22:54:40.357,2.108629568s,invoke,close,Auction
